,Unnamed: 0.1,Unnamed: 0,Latitude in degrees,Longitude in degrees,Frequency(MHz),EIRP
0,0,0,41.41118863809925,2.109375,104.4,[1799.32848979]
1,1,1,36.79533013738011,-4.21875,104.55791336446862,[32943.7459599]
2,2,2,38.3009224658677,-0.703125,107.58028827529466,[4873.12208623]
3,3,3,39.45089470914606,-3.8671875,105.44419775310963,[927.12142738]
4,4,4,42.60980697763761,-2.5,105.22921632138,[4849.70173873]
5,5,5,42.60980697763761,-2.5,106.4113099893152,[3795.01107142]
6,6,6,43.00863399423693,-3.240000000000009,107.56650126374,[9904.65889313]
7,7,7,37.54432510382694,-1.4062500000000568,106.67101381575787,[3952.60372654]
8,8,8,39.45089470914606,-3.164062500000057,107.58330991151648,[2850.31131562]
9,9,9,38.3009224658677,-6.328125,105.58477102166914,[19783.94624788]
10,10,10,43.00863399423693,-6.840000000000032,106.76773905056908,[29937.6482209]
11,11,11,36.42357364233115,-5.9765625,107.29561805693876,[1973.38169373]
12,12,12,37.54432510382694,-3.515625000000057,105.76235970093448,[9757.96855935]
13,13,13,42.2103698396502,-8.149606299212564,105.17706907438163,[8107.39800896]
14,14,14,42.2103698396502,1.062992125984252,106.9188030477871,[19737.30818489]
15,15,15,42.2103698396502,1.062992125984252,105.99586575462232,[377.62686975]
16,16,16,41.81031489577859,-5.9765625,107.75236171387408,[819.85115826]
17,17,17,40.228184728061095,-3.8671875,107.50358960287768,[7771.45214215]
18,18,18,41.01449966573052,1.7578124999999998,107.05683288381968,[846.38773171]
19,19,19,41.81031489577859,2.4609375,105.7735485873677,[95.74015018]
20,20,20,39.45089470914606,-1.0546875000000568,105.80346403817174,[839.55597282]
21,21,21,42.60980697763761,-3.2142857142857224,106.8151629522058,[39740.47232301]
22,22,22,41.81031489577859,2.4609375,105.80525012363351,[0.]
23,23,23,41.41118863809925,2.109375,105.55393494586129,[0.]
24,24,24,41.01449966573052,-3.164062500000057,104.95523496039296,[0.]
25,25,25,37.921650784291785,-1.7578125,104.4,[7785.7165363]
26,26,26,42.2103698396502,-8.858267716535408,106.02517886955516,[1849.66255788]
27,27,27,40.228184728061095,-4.5703125,107.21848434380676,[274.53136589]
28,28,28,39.45089470914606,-5.9765625,107.35671927214226,[4799.89349975]
29,29,29,43.00863399423693,-3.960000000000037,106.74932363355737,[7868.96201341]
30,30,30,39.45089470914606,-1.0546875000000568,105.35678857216152,[1940.09591072]
31,31,31,42.60980697763761,-1.0714285714285552,105.52165701983634,[7748.38919459]
32,32,32,43.00863399423693,-2.519999999999982,106.35845592578654,[7790.5309909]
33,33,33,36.79533013738011,-4.21875,104.4,[376.73078249]
34,34,34,36.79533013738011,-2.109375,105.78877969131102,[7759.30915418]
35,35,35,37.54432510382694,-7.031250000000057,105.41811565217978,[7800.97392159]
36,36,36,41.81031489577859,-5.9765625,107.0355046945398,[19854.91847248]
37,37,37,42.60980697763761,-8.928571428571445,106.05408108946692,[3992.58262811]
38,38,38,38.68218745348943,-1.0546875000000568,104.93961864091943,[69838.073978]
39,39,39,41.01449966573052,-5.9765625,105.49057059074312,[3882.66722954]
40,40,40,42.60980697763761,-4.64285714285711,106.30415242636282,[113.38918085]
41,41,41,40.62018519067267,-2.812500000000057,107.238651298005,[0.]
42,42,42,43.00863399423693,-4.680000000000007,106.39639119547245,[279.08378122]
43,43,43,37.16889965599944,-2.4609375,104.79625938140894,[19672.78167695]
44,44,44,42.2103698396502,-1.0629921259842945,104.98489264570895,[7706.49095548]
45,45,45,38.68218745348943,-6.6796875,106.04867570341776,[7906.90797365]
46,46,46,41.81031489577859,-3.8671875,106.522158684003,[59.48826126]
47,47,47,40.228184728061095,-3.8671875,105.14866824913749,[39868.04807863]
48,48,48,40.228184728061095,-1.0546875000000568,105.20400705566492,[3961.21583074]
49,49,49,42.2103698396502,1.062992125984252,107.22418893728708,[1912.23513649]
50,50,50,36.42357364233115,-5.9765625,106.33008104859078,[0.]
51,51,51,37.921650784291785,-1.7578125,107.57483080999012,[15788.86640802]
52,52,52,36.79533013738011,-4.21875,106.75644981052048,[877.73601108]
53,53,53,37.16889965599944,-3.8671875,105.95322849237432,[39740.64766588]
54,54,54,39.45089470914606,-3.8671875,105.82895131146796,[833.50679683]
55,55,55,37.16889965599944,-1.7578125,104.92737565481302,[4816.68305786]
56,56,56,42.60980697763761,0.3571428571428571,106.58666123363456,[4780.43890643]
57,57,57,42.2103698396502,3.188976377952756,105.04826819997182,[74.04572706]
58,58,58,43.00863399423693,-3.960000000000037,105.74464845345852,[19670.70129379]
59,59,59,41.81031489577859,-2.4609375,104.62354491830092,[7778.39132725]
60,60,60,41.41118863809925,-4.921875,106.03637636801425,[79728.78090584]
61,61,61,41.81031489577859,1.0546875,105.96975049803976,[29938.35979862]
62,62,62,37.54432510382694,-4.21875,107.18881680575308,[7763.98868366]
63,63,63,41.41118863809925,1.40625,106.94908750922912,[168.61649088]
64,64,64,41.81031489577859,1.7578124999999998,105.2326043440315,[192.47659172]
65,65,65,40.228184728061095,-3.164062500000057,105.77970184651288,[9739.28327834]
66,66,66,42.60980697763761,-3.2142857142857224,106.93427009075948,[29842.43051913]
67,67,67,37.921650784291785,-1.0546875000000568,107.24845834472691,[3894.66480808]
68,68,68,43.00863399423693,-2.519999999999982,107.12827907839896,[7818.99281425]
69,69,69,36.42357364233115,-4.5703125,104.70939547961125,[0.]
70,70,70,37.921650784291785,-3.164062500000057,104.4,[900.56587096]
71,71,71,42.2103698396502,-8.858267716535408,106.59532781739397,[945.41920054]
72,72,72,43.00863399423693,-9.0,107.24053771694447,[3868.7554499]
73,73,73,37.54432510382694,-6.328125,105.02953406465154,[9862.7757272]
74,74,74,38.3009224658677,-7.031250000000057,105.23166331893466,[5929.63955742]
75,75,75,38.3009224658677,-0.703125,106.98795481516832,[39807.6640759]
76,76,76,37.921650784291785,-3.164062500000057,106.54969035258384,[3898.81928197]
77,77,77,43.00863399423693,-2.519999999999982,105.2262787487944,[3865.98717069]
78,78,78,41.41118863809925,1.40625,104.97143470491643,[249.70221647]
79,79,79,42.60980697763761,-6.785714285714278,106.6024722316231,[7942.21359027]
80,80,80,37.54432510382694,-1.4062500000000568,107.19986245951206,[5806.10582356]
81,81,81,39.45089470914606,-0.3515625,106.3304331734963,[59891.3688815]
82,82,82,41.81031489577859,-1.0546875000000568,104.88282384475774,[1986.10721495]
83,83,83,43.00863399423693,-2.519999999999982,107.242021364148,[63933.98895409]
84,84,84,41.81031489577859,-4.5703125,107.599447772259,[1964.16352584]
85,85,85,41.81031489577859,-2.4609375,105.41479591858096,[5958.42002517]
86,86,86,38.3009224658677,-0.703125,107.38030707643895,[4795.14812375]
87,87,87,39.065494664452594,-3.515625000000057,106.17191882647046,[4773.19582179]
88,88,88,37.16889965599944,-4.5703125,104.70934902281712,[3849.94949801]
89,89,89,40.62018519067267,0.703125,106.68054707481164,[1861.03731164]
90,90,90,42.60980697763761,-5.357142857142833,105.57059507352024,[304.74698704]
91,91,91,38.3009224658677,-4.21875,106.6457000553389,[3897.4566242]
92,92,92,37.921650784291785,-5.9765625,106.22070194197973,[3919.16279127]
93,93,93,39.83843997699909,-6.328125,105.44652969373664,[4887.04830087]
94,94,94,37.921650784291785,-3.8671875,106.41733186175937,[39780.18198218]
95,95,95,40.62018519067267,-2.812500000000057,105.38507862959538,[377.88700097]
96,96,96,40.228184728061095,-3.8671875,104.87375574234872,[9905.24087359]
97,97,97,41.01449966573052,1.7578124999999998,107.7336209331676,[2546.74524282]
98,98,98,43.00863399423693,-6.1200000000000045,105.96919715382482,[63852.74196437]
99,99,99,42.60980697763761,-7.5,107.77527582192889,[5896.58068753]
100,100,100,43.00863399423693,-5.400000000000034,107.60587075776768,[0.]
101,101,101,39.065494664452594,-3.515625000000057,105.01746913934475,[4839.89409974]
102,102,102,41.81031489577859,-3.164062500000057,105.81904895743676,[861.88731469]
103,103,103,40.228184728061095,-5.9765625,106.92014660946444,[5954.94919314]
104,104,104,37.16889965599944,-2.4609375,105.45727111036076,[59877.72831851]
105,105,105,42.2103698396502,-2.4803149606299257,105.28173565089524,[32973.09553087]
106,106,106,41.01449966573052,0.3515625,105.54787832536552,[3845.82871205]
107,107,107,38.3009224658677,-0.703125,107.07339725921732,[5822.5647116]
108,108,108,42.2103698396502,-6.023622047244089,106.83434386917874,[1826.74065971]
109,109,109,43.00863399423693,-2.519999999999982,105.5338752335066,[4901.05570862]
110,110,110,41.81031489577859,2.4609375,104.4,[327.27590125]
111,111,111,42.60980697763761,-1.7857142857143344,105.34530427784918,[7813.22675525]
112,112,112,36.79533013738011,-4.921875,107.4331427323113,[39780.88435328]
113,113,113,37.54432510382694,-7.031250000000057,105.34832357462815,[3912.4140993]
114,114,114,39.065494664452594,-4.921875,104.4,[40.67968704]
115,115,115,37.16889965599944,-5.9765625,104.4,[4942.2585275]
116,116,116,37.921650784291785,-1.0546875000000568,107.52513910806988,[9735.29975782]
117,117,117,42.2103698396502,1.7716535433070868,105.71520980595442,[5951.79462949]
118,118,118,37.16889965599944,-4.5703125,105.9958128636614,[39911.14326133]
119,119,119,40.228184728061095,-3.164062500000057,104.86042575988016,[3938.80353447]
120,120,120,37.54432510382694,-7.031250000000057,107.06516817229304,[39850.87298846]
121,121,121,37.16889965599944,-3.8671875,105.73272355129728,[4937.459734]
122,122,122,41.81031489577859,-2.4609375,107.60287876576707,[2827.9589955]
123,123,123,42.60980697763761,-7.5,106.98544647883148,[63818.77398662]
124,124,124,42.2103698396502,-6.023622047244089,107.59485251705831,[301.23111772]
125,125,125,41.01449966573052,1.7578124999999998,106.5917177445742,[1136.26815785]
126,126,126,37.54432510382694,-5.625,107.7714147208126,[7790.40878995]
127,127,127,37.54432510382694,-1.4062500000000568,104.4,[9784.80003034]
128,128,128,43.00863399423693,-8.279999999999973,106.19749874117032,[9808.44486325]
129,129,129,40.228184728061095,-5.273437500000057,104.95551561320532,[0.]
130,130,130,41.01449966573052,1.0546875,106.59719425861184,[978.11210847]
131,131,131,42.2103698396502,-6.732283464566933,105.51679477243655,[7810.22395209]
132,132,132,42.60980697763761,-5.357142857142833,106.1724843595746,[851.5746298]
133,133,133,41.41118863809925,0.0,105.13566863797531,[4826.50314281]
134,134,134,36.79533013738011,-4.21875,104.9419075608128,[5917.86542472]
135,135,135,41.81031489577859,-2.4609375,106.75503080986726,[9834.16414528]
136,136,136,40.228184728061095,-3.8671875,106.08274440486616,[3787.93679253]
137,137,137,38.68218745348943,-0.3515625,106.93605738133704,[5773.15523551]
138,138,138,41.41118863809925,2.109375,107.29058194966522,[190.47139178]
139,139,139,36.42357364233115,-5.9765625,105.5209386908568,[1793.89280804]
140,140,140,36.79533013738011,-2.812500000000057,106.83728114089004,[4881.92054485]
141,141,141,42.2103698396502,-2.4803149606299257,105.4850607598392,[59833.36592612]
142,142,142,40.62018519067267,-2.109375,107.1745696396725,[993.03002605]
143,143,143,41.81031489577859,-7.382812500000057,106.00899557682654,[5916.01368158]
144,144,144,41.81031489577859,2.4609375,105.39715248121684,[913.12924657]
145,145,145,43.00863399423693,-4.680000000000007,106.16138212719004,[0.]
146,146,146,39.45089470914606,-1.0546875000000568,105.11510354907044,[1904.79039346]
147,147,147,40.228184728061095,0.3515625,106.6982807099692,[9779.96452883]
148,148,148,43.00863399423693,-3.240000000000009,106.72433570787378,[3780.52204848]
149,149,149,41.81031489577859,1.7578124999999998,106.69339107787162,[318.53028296]
150,150,150,37.16889965599944,-2.4609375,106.0785268380814,[5800.42875117]
151,151,151,42.2103698396502,-3.897637795275557,107.2415808342094,[29829.76107142]
152,152,152,42.60980697763761,-2.5,106.18450614567944,[1976.19720908]
153,153,153,40.62018519067267,-4.21875,104.87544899520832,[7888.33016341]
154,154,154,36.42357364233115,-5.273437500000057,105.78419526232852,[34.99649209]
155,155,155,42.2103698396502,-3.18897637795277,104.90354872744464,[388.98010394]
156,156,156,38.68218745348943,-3.8671875,105.4445759497079,[4877.39491391]
157,157,157,37.921650784291785,-5.273437500000057,106.85829977132084,[3941.51445307]
158,158,158,42.2103698396502,-3.897637795275557,106.88988100784692,[39826.64985492]
159,159,159,38.3009224658677,-1.4062500000000568,106.31625523227903,[2205.02723769]
160,160,160,41.41118863809925,2.109375,106.06653774859018,[1806.34544747]
161,161,161,39.065494664452594,-6.328125,105.12236328885346,[7854.21716182]
162,162,162,39.065494664452594,-4.921875,105.21896841016424,[916.73172842]
163,163,163,40.228184728061095,-3.8671875,106.55928681268504,[11787.73214646]
164,164,164,42.60980697763761,0.3571428571428571,104.88504106475602,[7888.96129695]
165,165,165,37.54432510382694,-2.812500000000057,104.78119536024614,[7886.09786021]
166,166,166,41.81031489577859,-2.4609375,105.49439911815956,[7930.34066885]
167,167,167,42.2103698396502,1.7716535433070868,106.55096282358149,[251.53548011]
168,168,168,43.00863399423693,-3.960000000000037,106.83721897520704,[99875.23845923]
169,169,169,39.45089470914606,-6.6796875,105.48270458059864,[0.]
170,170,170,38.68218745348943,-1.7578125,104.4,[1147.07913608]
171,171,171,43.00863399423693,-7.560000000000002,107.18256213085654,[4772.962399]
172,172,172,40.228184728061095,-4.5703125,106.43692642018344,[825.95604101]
173,173,173,42.2103698396502,-6.023622047244089,106.60474309471267,[85.24727878]
174,174,174,39.065494664452594,-1.4062500000000568,104.8696137974891,[3832.26688661]
175,175,175,42.2103698396502,0.3543307086614173,106.49315894487786,[4912.8310483]
176,176,176,38.68218745348943,-0.3515625,106.84048415279264,[99804.56085525]
177,177,177,41.41118863809925,-4.921875,106.64986516428124,[862.55373173]
178,178,178,36.79533013738011,-4.21875,104.8060059679501,[0.]
179,179,179,42.60980697763761,-3.2142857142857224,104.94159613585448,[3851.80045051]
180,180,180,41.41118863809925,0.0,106.58087064907896,[9899.02850583]
181,181,181,42.60980697763761,-6.785714285714278,107.83583360399705,[9818.22828747]
182,182,182,36.79533013738011,-6.328125,107.33049745243136,[9883.39559449]
183,183,183,37.16889965599944,-5.9765625,105.25438141064248,[7838.47122852]
184,184,184,42.2103698396502,-1.0629921259842945,106.18320144526596,[9830.82813748]
185,185,185,38.68218745348943,0.3515625,106.72045963754734,[180.92493538]
186,186,186,37.54432510382694,-5.625,105.60325810899064,[4872.39692853]
187,187,187,39.83843997699909,2.8125,107.2924237103043,[342.87619849]
188,188,188,40.228184728061095,-3.8671875,107.75184809904056,[3855.89503343]
189,189,189,42.2103698396502,-3.18897637795277,105.99380562979796,[0.]
190,190,190,42.60980697763761,1.7857142857142856,106.16002734493672,[218.77908415]
191,191,191,37.16889965599944,-3.8671875,106.67983360172708,[7835.37967155]
192,192,192,37.16889965599944,-3.8671875,106.8406471388342,[3916.88350831]
193,193,193,39.065494664452594,-5.625,105.48275786474686,[3805.77122139]
194,194,194,41.41118863809925,0.0,104.8097066400589,[29954.86051707]
195,195,195,41.41118863809925,1.40625,106.91171011609616,[0.]
196,196,196,38.3009224658677,-1.4062500000000568,106.4714635392495,[29954.10455967]
197,197,197,37.16889965599944,-3.8671875,106.6404381797892,[13225.69869779]
198,198,198,37.16889965599944,-4.5703125,104.54411387418278,[1983.38100853]
199,199,199,37.921650784291785,-1.7578125,106.8780250454051,[63875.42575657]
200,200,200,39.065494664452594,-2.109375,106.79862404842784,[0.]
201,201,201,43.00863399423693,-1.8000000000000114,104.61515566704476,[5926.67619917]
202,202,202,42.60980697763761,-1.7857142857143344,104.4,[3820.14789795]
203,203,203,37.16889965599944,-3.8671875,104.56505866514858,[4784.79189179]
204,204,204,39.45089470914606,-1.0546875000000568,105.54479823670756,[1948.30819257]
205,205,205,43.00863399423693,-8.279999999999973,107.81109180656796,[1975.39428469]
206,206,206,42.60980697763761,-8.928571428571445,104.85164708952507,[9865.59475234]
207,207,207,38.68218745348943,-6.6796875,105.39386599644308,[9740.65233732]
208,208,208,43.00863399423693,-9.0,105.46698884162294,[9795.88130916]
209,209,209,42.60980697763761,-1.7857142857143344,105.96471424070496,[2907.54543747]
210,210,210,40.228184728061095,-0.3515625,104.94286621625372,[8931.22999791]
211,211,211,38.68218745348943,-0.3515625,106.5945564042064,[4825.48937238]
212,212,212,39.065494664452594,-0.703125,107.63659529259972,[3786.91990693]
213,213,213,42.2103698396502,-6.732283464566933,106.25594258630396,[1974.90648236]
214,214,214,38.3009224658677,-4.921875,106.99077660836252,[1831.14902149]
215,215,215,42.2103698396502,-3.897637795275557,106.51644910879192,[4934.8850072]
216,216,216,41.81031489577859,-2.4609375,107.00052875342465,[39903.30462267]
217,217,217,38.3009224658677,-0.703125,106.938091849727,[5930.3570977]
218,218,218,39.065494664452594,-0.703125,106.6098047913281,[39884.14806839]
219,219,219,37.54432510382694,-1.4062500000000568,106.93893257023667,[1985.56466421]
220,220,220,39.065494664452594,-0.703125,106.00833523531284,[99845.0613527]
221,221,221,39.83843997699909,-4.921875,106.39553021989964,[1832.48830812]
222,222,222,42.60980697763761,1.7857142857142856,107.28658561782213,[5925.08417274]
223,223,223,41.41118863809925,2.109375,105.34675889964262,[971.39255469]
224,224,224,41.81031489577859,0.3515625,106.8772686519945,[1975.84193546]
225,225,225,42.2103698396502,-3.18897637795277,106.11340784812452,[1045.19709352]
226,226,226,36.42357364233115,-5.273437500000057,106.56180156554028,[12.92105704]
227,227,227,41.41118863809925,-3.515625000000057,106.45271912058296,[0.]
228,228,228,37.16889965599944,-4.5703125,105.58906741396584,[4882.15020431]
229,229,229,39.065494664452594,-6.328125,106.6915651021689,[39890.04599196]
230,230,230,37.921650784291785,-1.0546875000000568,106.13816579645166,[9863.72809027]
231,231,231,40.228184728061095,0.3515625,107.14579461064795,[333.2651773]
232,232,232,39.83843997699909,-3.515625000000057,105.9620366977497,[7859.9770344]
233,233,233,40.62018519067267,-3.515625000000057,104.4,[5951.1899146]
234,234,234,42.2103698396502,2.4803149606299213,107.2894701643118,[1968.11079569]
235,235,235,38.3009224658677,-1.4062500000000568,106.20644546734998,[9857.11195253]
236,236,236,41.81031489577859,1.7578124999999998,106.20057743991252,[0.]
237,237,237,43.00863399423693,-6.1200000000000045,107.5656273155248,[99746.04856487]
238,238,238,39.065494664452594,-1.4062500000000568,104.95874308107976,[0.]
239,239,239,42.2103698396502,0.3543307086614173,104.4,[1976.60617742]
240,240,240,36.79533013738011,-4.21875,105.505716678493,[3966.33249309]
241,241,241,36.79533013738011,-3.515625000000057,105.16101376082707,[5911.25272285]
242,242,242,37.16889965599944,-1.7578125,104.4,[6525.08990106]
243,243,243,41.41118863809925,2.109375,106.1840077800158,[900.10313697]
244,244,244,43.00863399423693,-7.560000000000002,106.70806640820868,[7750.43002744]
245,245,245,36.79533013738011,-5.625,107.59938678560069,[9751.78497352]
246,246,246,41.01449966573052,1.7578124999999998,107.31223654655324,[207.64252849]
247,247,247,36.79533013738011,-2.109375,105.80334872044136,[11732.36701906]
248,248,248,36.79533013738011,-2.812500000000057,105.20575298133264,[7750.68574564]
249,249,249,37.54432510382694,-1.4062500000000568,104.91917060302568,[7821.62407401]
250,250,250,41.81031489577859,3.1640625,105.25191693934303,[576.98021889]
251,251,251,41.41118863809925,-4.921875,107.85897423304736,[1041.01513025]
252,252,252,37.54432510382694,-1.4062500000000568,107.3053086689726,[59981.72846478]
253,253,253,41.81031489577859,-2.4609375,105.44865963177678,[9763.94653762]
254,254,254,42.60980697763761,-1.0714285714285552,107.36816483757732,[4781.92627846]
255,255,255,39.83843997699909,3.515625,106.40061147451677,[0.]
256,256,256,36.79533013738011,-4.921875,107.2978635514708,[99920.4112003]
257,257,257,38.68218745348943,-0.3515625,106.937899917669,[3960.54009967]
258,258,258,39.83843997699909,-4.21875,105.27544113590072,[1126.12210906]
259,259,259,42.60980697763761,-8.928571428571445,105.2200539148253,[3873.28465362]
260,260,260,39.45089470914606,-1.0546875000000568,105.78395612730245,[65.61277565]
261,261,261,36.42357364233115,-4.5703125,107.79746837745668,[309.55242184]
262,262,262,42.60980697763761,-3.2142857142857224,105.18405234198326,[19755.47186581]
263,263,263,40.228184728061095,-3.8671875,106.44723601506026,[1981.5532002]
264,264,264,37.16889965599944,-5.9765625,104.63209700898702,[4808.03633199]
265,265,265,38.3009224658677,-0.703125,105.56852446530628,[4778.23000508]
266,266,266,38.68218745348943,-0.3515625,107.45886612226217,[59972.67914488]
267,267,267,38.68218745348943,-0.3515625,107.01930691369564,[2958.26723284]
268,268,268,41.41118863809925,1.40625,105.9088057404121,[236.43485205]
269,269,269,41.81031489577859,2.4609375,105.42738745437626,[0.]
270,270,270,37.54432510382694,-7.031250000000057,106.87129142071538,[3973.83401244]
271,271,271,37.54432510382694,-7.031250000000057,105.36769898783136,[7790.06552537]
272,272,272,37.16889965599944,-6.6796875,107.46335193727,[99785.124122]
273,273,273,37.16889965599944,-1.7578125,104.90055721346344,[39841.22939415]
274,274,274,40.228184728061095,-5.273437500000057,104.7658470597972,[3833.23970974]
275,275,275,40.62018519067267,-0.703125,105.16224232682258,[3888.15527234]
276,276,276,37.921650784291785,-1.0546875000000568,104.88261548243474,[69895.34348342]
277,277,277,39.065494664452594,-0.703125,105.56466432535362,[59927.13206485]
278,278,278,38.68218745348943,-0.3515625,106.15346565960716,[69840.55235715]
279,279,279,37.921650784291785,-1.0546875000000568,107.49197805606788,[5928.04821316]
280,280,280,37.16889965599944,-4.5703125,105.19061820772112,[3867.29620964]
281,281,281,41.41118863809925,0.0,104.95386733638018,[9899.54435305]
282,282,282,41.41118863809925,2.109375,107.30484388219644,[1111.28355597]
283,283,283,42.60980697763761,1.7857142857142856,107.21911626361398,[365.19263994]
284,284,284,39.83843997699909,-3.515625000000057,105.47901873083144,[9846.9112064]
285,285,285,43.00863399423693,-4.680000000000007,106.51456281939072,[3950.68297258]
286,286,286,41.01449966573052,-0.3515625,104.9801222119978,[9865.83990227]
287,287,287,40.228184728061095,-3.164062500000057,105.45443081661,[7831.0556323]
288,288,288,41.81031489577859,2.4609375,106.99555885926648,[0.]
